High_SI,MaxEStateIndex,MinAbsEStateIndex,qed,MaxAbsPartialCharge,FpDensityMorgan3,BCUT2D_MWLOW,BCUT2D_LOGPHI,BCUT2D_MRHI,BCUT2D_MRLOW,Ipc,PEOE_VSA10,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA3,SMR_VSA6,SlogP_VSA1,SlogP_VSA3,SlogP_VSA7,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState10,VSA_EState4,VSA_EState5,VSA_EState8,VSA_EState9,FractionCSP3,NumSaturatedHeterocycles,MolLogP,fr_Al_COO,fr_ArN,fr_Ar_COO,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_aldehyde,fr_alkyl_carbamate,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_bicyclic,fr_epoxide,fr_ester,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
1,-1.7355706436702545,1.2248680259149698,-0.7686537835668726,-1.6061374391144803,-2.7703384225202887,-0.08887683578171184,0.8645867376530202,-0.29074516233685777,1.0547041179165615,-0.03848740736257183,-0.6398010738521219,-0.5587603342034908,-0.450376913318769,-0.4639709465010197,0.6841413047448784,-0.6016271397667164,-0.4009418303119393,1.3567110303044807,1.7461927821497227,-1.1789059455467892,-0.2793570886374881,-0.7968117935502805,-0.023199388293307217,-0.9830729681402287,-1.0657154876695871,-0.21957072252172685,-0.9585642581472155,-0.14756732133030062,-1.0855251296016935,0.3844565160095762,0.33951937265958243,2.0096256229845086,-0.004912299033709474,-0.7008032587861839,1.0952701291368425,-0.8108444831395806,-0.45133404784749104,0.9085469035807603,0.6791268254029369,2.026433424535975,-0.33533859253468556,1.225911022163833,-0.6630487452928867,1.7201215614971976,-0.24343224778007383,-0.11575507648588662,-0.03162277660168379,-0.24766892090013715,-0.21186122215503983,-0.031622776601683784,4.170736652884719,-0.6445894720801322,-0.38979189591216723,-0.24315020634485227,-0.28065080931437325,-0.19314683399389512,-0.05482711030182145,-0.11015202290310472,-0.42088615707435695,-0.4864850577955915,-0.08975742177304004,-0.45380083510252556,-0.3872947347087217,-0.08391813582966892,1.7795005707789404,-0.05983841509381376,-0.4608646390054405,-0.20959318519142867,-0.06334063552195363,-0.05482711030182144,-0.26147689333066576,-0.23408229439226114,-0.16649546306044657,-0.3784178817514142,-0.1954122117244539,-0.37269996632285396,-0.2232215392211776,-0.07765404531490196,-0.16649546306044657,-0.11015202290310472,-0.06334063552195363,-0.08608598012674559,-0.37537328448880114,-0.24082003611204153,-0.08239561251993079,-0.15673223944770498,-0.1757725334690893,-0.18126068542638396,-0.20838085548671934,-0.11015202290310472,-0.0952500952501429,-0.03162277660168379,-0.03162277660168379,-0.23408229439226114,-0.27420424855354086,2.301112899315528,-0.08391813582966892
1,-2.0781991953200856,2.0945088001807894,-0.5559911956380997,-1.3421641425594821,-2.8605049806684226,-0.10480209058509318,0.930493342664487,-1.0000846700487593,0.761047456664444,-0.03848740736257183,-0.6398010738521219,-0.5587603342034908,-0.450376913318769,-0.4639709465010197,-1.018868208386873,-0.6016271397667164,-0.4009418303119393,1.3567110303044807,-0.4078526166207107,-1.1789059455467892,-1.143303485184201,0.7979025456739169,-0.023199388293307217,0.7402403146649106,-1.0657154876695871,-0.21957072252172685,-0.9585642581472155,-0.14756732133030062,-1.0855251296016935,0.3844565160095762,0.2665818316151248,2.59239348513798,-0.8425154295025429,-0.7008032587861839,1.647238147814018,-0.8108444831395806,-0.45133404784749104,-0.00552173298948747,0.7374549735103271,2.147161730033444,-0.33533859253468556,1.4737070456040353,-0.6630487452928867,1.2692511534841209,-0.24343224778007383,-0.11575507648588662,-0.03162277660168379,-0.24766892090013715,-0.21186122215503983,-0.031622776601683784,-0.37461706463036404,2.6728093019672317,-0.38979189591216723,-0.24315020634485227,-0.28065080931437325,-0.19314683399389512,-0.05482711030182145,-0.11015202290310472,-0.42088615707435695,-0.4864850577955915,-0.08975742177304004,-0.45380083510252556,-0.3872947347087217,-0.08391813582966892,1.7795005707789404,-0.05983841509381376,-0.4608646390054405,-0.20959318519142867,-0.06334063552195363,-0.05482711030182144,-0.26147689333066576,-0.23408229439226114,-0.16649546306044657,-0.3784178817514142,-0.1954122117244539,-0.37269996632285396,-0.2232215392211776,-0.07765404531490196,-0.16649546306044657,-0.11015202290310472,-0.06334063552195363,-0.08608598012674559,-0.37537328448880114,-0.24082003611204153,-0.08239561251993079,-0.15673223944770498,-0.1757725334690893,-0.18126068542638396,-0.20838085548671934,-0.11015202290310472,-0.0952500952501429,-0.03162277660168379,-0.03162277660168379,-0.23408229439226114,-0.27420424855354086,2.301112899315528,-0.08391813582966892
0,-2.4818164962357367,2.1500301632237013,-1.5061411180946782,-1.1806322843304429,-3.1873587539554165,-0.11603886602372393,1.0303449556902622,-1.0152695925650415,-3.426433162844395,-0.038482290826131804,-0.6398010738521219,-0.5587603342034908,-0.450376913318769,-0.4639709465010197,-1.018868208386873,-0.6016271397667164,-0.4009418303119393,0.7338808904555146,0.6653129906252896,3.082551015593451,-1.143303485184201,-0.7968117935502805,1.714711281770147,-0.9830729681402287,-1.0657154876695871,-0.21957072252172685,-0.9585642581472155,-0.14756732133030062,-1.0855251296016935,0.3844565160095762,0.2665818316151248,2.9915781372277856,-0.8425154295025429,-0.7008032587861839,2.5585931349203297,-0.6714974040095079,-0.45133404784749104,0.005025335124288158,0.743832920968551,2.2551377880019925,5.714672937112584,1.4737070456040353,-0.6630487452928867,1.7238570246953175,-0.24343224778007383,-0.11575507648588662,-0.03162277660168379,-0.24766892090013715,-0.21186122215503983,-0.031622776601683784,-0.37461706463036404,-0.6445894720801322,-0.38979189591216723,-0.24315020634485227,-0.28065080931437325,-0.19314683399389512,-0.05482711030182145,-0.11015202290310472,-0.42088615707435695,-0.4864850577955915,-0.08975742177304004,-0.45380083510252556,-0.3872947347087217,-0.08391813582966892,1.7795005707789404,-0.05983841509381376,-0.4608646390054405,-0.20959318519142867,-0.06334063552195363,-0.05482711030182144,-0.26147689333066576,-0.23408229439226114,-0.16649546306044657,-0.3784178817514142,-0.1954122117244539,-0.37269996632285396,-0.2232215392211776,-0.07765404531490196,-0.16649546306044657,-0.11015202290310472,-0.06334063552195363,-0.08608598012674559,-0.37537328448880114,-0.24082003611204153,-0.08239561251993079,-0.15673223944770498,-0.1757725334690893,6.416628264093992,-0.20838085548671934,-0.11015202290310472,-0.0952500952501429,-0.03162277660168379,-0.03162277660168379,-0.23408229439226114,-0.27420424855354086,2.301112899315528,-0.08391813582966892
1,-1.7345833561520791,1.2448997280670904,-0.9549423901102289,-1.6061374386334235,-2.798321147462812,-0.08883785143664058,0.864639647329891,-0.29075999940071307,1.0548223288390035,-0.038486304561790016,-0.6398010738521219,-0.5587603342034908,-0.450376913318769,-0.4639709465010197,0.6841413047448784,-0.6016271397667164,-0.4009418303119393,1.6681261002289645,1.7461927821497227,-1.1789059455467892,-0.2793570886374881,-0.7968117935502805,-0.023199388293307217,-0.9830729681402287,-1.0657154876695871,-0.21957072252172685,-0.9585642581472155,-0.14756732133030062,-1.0855251296016935,0.3844565160095762,0.33951937265958243,2.2954917621032207,-0.004912299033709474,-0.7008032587861839,1.0952701291368425,-0.8108444831395806,-0.45133404784749104,0.9155253606440548,0.6811041328200803,2.031848748777673,-0.33533859253468556,1.2350886526616183,-0.6630487452928867,1.9022720856955209,-0.24343224778007383,-0.11575507648588662,-0.03162277660168379,-0.24766892090013715,-0.21186122215503983,-0.031622776601683784,4.170736652884719,-0.6445894720801322,-0.38979189591216723,-0.24315020634485227,-0.28065080931437325,-0.19314683399389512,-0.05482711030182145,-0.11015202290310472,-0.42088615707435695,-0.4864850577955915,-0.08975742177304004,-0.45380083510252556,-0.3872947347087217,-0.08391813582966892,1.7795005707789404,-0.05983841509381376,-0.4608646390054405,-0.20959318519142867,-0.06334063552195363,-0.05482711030182144,-0.26147689333066576,-0.23408229439226114,-0.16649546306044657,-0.3784178817514142,-0.1954122117244539,-0.37269996632285396,-0.2232215392211776,-0.07765404531490196,-0.16649546306044657,-0.11015202290310472,-0.06334063552195363,-0.08608598012674559,-0.37537328448880114,-0.24082003611204153,-0.08239561251993079,-0.15673223944770498,-0.1757725334690893,-0.18126068542638396,-0.20838085548671934,-0.11015202290310472,-0.0952500952501429,-0.03162277660168379,-0.03162277660168379,-0.23408229439226114,-0.27420424855354086,3.1243487864545,-0.08391813582966892
0,-1.7185058542919491,0.5325133332083749,-0.7136078829121265,-2.087916774103187,-2.932638227186933,-0.08899595390544826,0.8828233488990889,-0.27416821946412845,1.0555299840457038,-0.038405208207692235,-0.6398010738521219,-0.5587603342034908,-0.450376913318769,-0.4639709465010197,0.6841413047448784,-0.6016271397667164,-0.4009418303119393,1.910775833661648,0.5339659409037588,-0.2705555504650838,0.5809138953888626,-0.7968117935502805,-0.8301468468838038,-0.9830729681402287,-0.23358888619012208,-0.21957072252172685,-0.9585642581472155,-0.14756732133030062,-0.20218326793725533,-0.3961957020765465,0.6807794352290361,1.8701384161377417,-0.8425154295025429,-0.7008032587861839,3.6144153205210454,-0.8108444831395806,-0.45133404784749104,2.3771373173596566,0.6167938580708107,1.6256681807365414,-0.33533859253468556,0.10707443147928297,-0.6630487452928867,2.6509989904686804,-0.24343224778007383,-0.11575507648588662,-0.03162277660168379,-0.24766892090013715,-0.21186122215503983,-0.031622776601683784,4.170736652884719,-0.6445894720801322,-0.38979189591216723,-0.24315020634485227,-0.28065080931437325,-0.19314683399389512,-0.05482711030182145,-0.11015202290310472,-0.42088615707435695,-0.4864850577955915,-0.08975742177304004,-0.45380083510252556,-0.3872947347087217,-0.08391813582966892,1.7795005707789404,-0.05983841509381376,-0.4608646390054405,-0.20959318519142867,-0.06334063552195363,-0.05482711030182144,-0.26147689333066576,-0.23408229439226114,-0.16649546306044657,-0.3784178817514142,-0.1954122117244539,-0.37269996632285396,-0.2232215392211776,-0.07765404531490196,-0.16649546306044657,-0.11015202290310472,-0.06334063552195363,-0.08608598012674559,-0.37537328448880114,-0.24082003611204153,-0.08239561251993079,-0.15673223944770498,-0.1757725334690893,-0.18126068542638396,-0.20838085548671934,-0.11015202290310472,-0.0952500952501429,-0.03162277660168379,-0.03162277660168379,-0.23408229439226114,-0.27420424855354086,-0.16859476210138785,-0.08391813582966892
0,-1.5346204256779439,0.5776247231495127,0.615676510341322,-0.20933549776299135,-0.8552007274538778,-0.08896923503215223,0.8305851048282674,-0.28068691263956597,1.0555894129878183,-0.0384886492360867,-0.6398010738521219,-0.5587603342034908,-0.450376913318769,-0.4639709465010197,-0.16736345182099732,-0.6016271397667164,-0.4009418303119393,0.903355180603001,0.030230434679838516,-0.7247307480059363,0.14894069711550612,-0.7968117935502805,-0.476675448397593,-0.05385553459999707,-0.23358888619012208,-0.21957072252172685,-0.9585642581472155,-0.14756732133030062,-0.6438541987694744,-0.7865218111196077,0.25164427310503135,0.7582458545907185,-0.8425154295025429,-0.09132987245376921,1.90643639872669,-0.8108444831395806,-0.45133404784749104,3.5090614139912555,0.30512676133126687,0.32982664466691186,-0.33533859253468556,-0.3470550396739733,-0.6630487452928867,1.0930773704027892,-0.24343224778007383,7.60896702767228,-0.03162277660168379,-0.24766892090013715,-0.21186122215503983,-0.031622776601683784,1.898059794127178,-0.6445894720801322,2.5220117444466346,-0.24315020634485227,-0.28065080931437325,-0.19314683399389512,-0.05482711030182145,-0.11015202290310472,-0.42088615707435695,-0.4864850577955915,-0.08975742177304004,1.0654454389363643,-0.3872947347087217,-0.08391813582966892,0.38132155088120145,-0.05983841509381376,-0.4608646390054405,-0.20959318519142867,-0.06334063552195363,-0.05482711030182144,-0.26147689333066576,-0.23408229439226114,-0.16649546306044657,-0.3784178817514142,-0.1954122117244539,-0.37269996632285396,-0.2232215392211776,-0.07765404531490196,-0.16649546306044657,-0.11015202290310472,-0.06334063552195363,-0.08608598012674559,-0.37537328448880114,-0.24082003611204153,-0.08239561251993079,-0.15673223944770498,-0.1757725334690893,-0.18126068542638396,-0.20838085548671934,-0.11015202290310472,-0.0952500952501429,-0.03162277660168379,-0.03162277660168379,-0.23408229439226114,-0.27420424855354086,-0.16859476210138785,-0.08391813582966892
0,-2.494716483770064,1.4764586484258266,-1.1873818052795508,-1.612151219826928,-3.1934276569076947,-0.11656777735856969,1.0486219446784542,-0.6934149350666967,0.57349153975588,-0.038123359620104935,0.2627578033373888,-0.5587603342034908,-0.450376913318769,-0.4639709465010197,0.5103836466177868,-0.6016271397667164,-0.4009418303119393,1.910775833661648,0.6653129906252896,2.037267333441059,-0.28303250115785106,0.5478257544919921,0.9077638231796505,0.46999714611426385,-0.23358888619012208,-0.21957072252172685,-0.9585642581472155,-0.14756732133030062,-1.0855251296016935,1.2554786297609732,0.5061124996295056,1.867974772918325,-0.8425154295025429,-0.7008032587861839,5.077738326304535,-0.6990321071569007,-0.45133404784749104,1.8478090708428403,0.679748852242538,1.7368662136342234,5.5021775510252775,0.42894543326156037,-0.6630487452928867,2.523059375933075,-0.24343224778007383,-0.11575507648588662,-0.03162277660168379,-0.24766892090013715,-0.21186122215503983,-0.031622776601683784,-0.37461706463036404,-0.6445894720801322,-0.38979189591216723,-0.24315020634485227,-0.28065080931437325,-0.19314683399389512,-0.05482711030182145,-0.11015202290310472,-0.42088615707435695,-0.4864850577955915,-0.08975742177304004,-0.45380083510252556,-0.3872947347087217,-0.08391813582966892,1.7795005707789404,-0.05983841509381376,-0.4608646390054405,-0.20959318519142867,-0.06334063552195363,-0.05482711030182144,-0.26147689333066576,-0.23408229439226114,-0.16649546306044657,-0.3784178817514142,-0.1954122117244539,-0.37269996632285396,-0.2232215392211776,-0.07765404531490196,-0.16649546306044657,-0.11015202290310472,-0.06334063552195363,-0.08608598012674559,-0.37537328448880114,-0.24082003611204153,-0.08239561251993079,-0.15673223944770498,-0.1757725334690893,6.416628264093992,-0.20838085548671934,-0.11015202290310472,-0.0952500952501429,-0.03162277660168379,-0.03162277660168379,-0.23408229439226114,-0.27420424855354086,-0.16859476210138785,-0.08391813582966892
0,0.9045298839927857,-0.5979855940945791,-1.7116362830965792,-0.7816551008643349,-2.5917732779524103,-0.38390140754649016,0.5807360366160396,-0.3868631016932946,-0.2802718163797168,0.07463936084813629,-0.6398010738521219,-0.5587603342034908,-0.450376913318769,-0.4639709465010197,0.6166447102998218,-0.6016271397667164,-0.4009418303119393,4.727912423592896,-0.31470205100393656,-0.31406074343083035,-0.24978666161088559,0.7979025456739169,-0.023199388293307217,0.7402403146649106,3.244809500400837,-0.21957072252172685,-0.055510994044611975,-0.14756732133030062,1.6447907863971494,0.5294621860029683,5.534100172812616,1.2088636937737385,-0.8425154295025429,-0.7008032587861839,4.2553921239843735,-0.8108444831395806,-0.45133404784749104,2.170936248648882,0.9377122608669596,2.5654014501406843,-0.33533859253468556,0.5141564867504858,-0.6630487452928867,3.4551975237339203,-0.24343224778007383,-0.11575507648588662,-0.03162277660168379,-0.24766892090013715,-0.21186122215503983,-0.031622776601683784,-0.37461706463036404,2.6728093019672317,-0.38979189591216723,-0.24315020634485227,-0.28065080931437325,-0.19314683399389512,-0.05482711030182145,-0.11015202290310472,-0.42088615707435695,2.369653023455945,-0.08975742177304004,-0.45380083510252556,4.3405348926501865,-0.08391813582966892,3.177679590676679,-0.05983841509381376,-0.4608646390054405,-0.20959318519142867,-0.06334063552195363,-0.05482711030182144,-0.26147689333066576,-0.23408229439226114,-0.16649546306044657,-0.3784178817514142,-0.1954122117244539,-0.37269996632285396,-0.2232215392211776,-0.07765404531490196,-0.16649546306044657,-0.11015202290310472,-0.06334063552195363,-0.08608598012674559,-0.37537328448880114,-0.24082003611204153,-0.08239561251993079,-0.15673223944770498,-0.1757725334690893,-0.18126068542638396,-0.20838085548671934,-0.11015202290310472,-0.0952500952501429,-0.03162277660168379,-0.03162277660168379,-0.23408229439226114,-0.27420424855354086,3.1243487864545,-0.08391813582966892
0,1.0103225321973963,-0.9580843477566547,-1.8509453298550704,-1.1800997012051742,-2.7845752474910443,-0.38400389588382355,0.5983731766438333,-0.27615552582591635,-0.2573804323140633,3.2239718211451054,-0.6398010738521219,-0.5587603342034908,-0.450376913318769,-0.4639709465010197,0.6166447102998218,-0.6016271397667164,-0.4009418303119393,4.970562157025579,-0.4735050715440826,-0.31406074343083035,0.6104843224154651,-0.7968117935502805,-0.17460387694379575,0.7402403146649106,4.076936101880301,-0.21957072252172685,-0.055510994044611975,-0.14756732133030062,0.7614489247327112,0.5294621860029683,4.478548437443368,1.1325204767826234,-0.8425154295025429,-0.7008032587861839,6.774537315368577,-0.8108444831395806,-0.45133404784749104,3.415058636994179,0.7708591378630355,2.270950940444203,-0.33533859253468556,-0.1065770284108402,-0.6630487452928867,4.382106023057399,-0.24343224778007383,-0.11575507648588662,-0.03162277660168379,-0.24766892090013715,-0.21186122215503983,-0.031622776601683784,-0.37461706463036404,2.6728093019672317,-0.38979189591216723,-0.24315020634485227,-0.28065080931437325,-0.19314683399389512,-0.05482711030182145,-0.11015202290310472,-0.42088615707435695,2.369653023455945,-0.08975742177304004,2.5846917129752547,4.3405348926501865,-0.08391813582966892,3.177679590676679,-0.05983841509381376,-0.4608646390054405,-0.20959318519142867,-0.06334063552195363,-0.05482711030182144,-0.26147689333066576,-0.23408229439226114,-0.16649546306044657,-0.3784178817514142,-0.1954122117244539,-0.37269996632285396,-0.2232215392211776,-0.07765404531490196,-0.16649546306044657,-0.11015202290310472,-0.06334063552195363,-0.08608598012674559,-0.37537328448880114,-0.24082003611204153,-0.08239561251993079,-0.15673223944770498,-0.1757725334690893,-0.18126068542638396,-0.20838085548671934,-0.11015202290310472,-0.0952500952501429,-0.03162277660168379,-0.03162277660168379,-0.23408229439226114,-0.27420424855354086,-0.16859476210138785,-0.08391813582966892
1,-1.4204334171685913,0.34719154730879287,-0.6623315210736308,0.5693805261135045,-2.932638227186933,-0.08895287768134331,0.8843160465510974,-0.27400543981208725,1.0555301211786026,-0.038405208207692235,0.27261680916308645,-0.5587603342034908,-0.450376913318769,-0.4639709465010197,0.6841413047448784,-0.6016271397667164,-0.4009418303119393,0.7338808904555146,0.5339659409037588,-0.2705555504650838,0.5809138953888626,-0.7968117935502805,-0.8301468468838038,-0.21540102788665938,-1.0657154876695871,-0.21957072252172685,-0.9585642581472155,-0.14756732133030062,-0.20218326793725533,-0.3961957020765465,1.9802315815726073,0.8030170766540081,-0.8425154295025429,0.5181435138786455,2.354842724828944,-0.4712318702728839,-0.45133404784749104,1.3306956527614482,1.2550458968499902,1.6030131619257373,-0.33533859253468556,0.06436716228788432,-0.6630487452928867,2.745085969771326,-0.24343224778007383,-0.11575507648588662,-0.03162277660168379,-0.24766892090013715,-0.21186122215503983,-0.031622776601683784,4.170736652884719,-0.6445894720801322,-0.38979189591216723,-0.24315020634485227,-0.28065080931437325,-0.19314683399389512,-0.05482711030182145,-0.11015202290310472,-0.42088615707435695,-0.4864850577955915,-0.08975742177304004,-0.45380083510252556,-0.3872947347087217,-0.08391813582966892,1.7795005707789404,-0.05983841509381376,-0.4608646390054405,-0.20959318519142867,-0.06334063552195363,-0.05482711030182144,-0.26147689333066576,-0.23408229439226114,-0.16649546306044657,-0.3784178817514142,-0.1954122117244539,-0.37269996632285396,-0.2232215392211776,-0.07765404531490196,-0.16649546306044657,-0.11015202290310472,-0.06334063552195363,-0.08608598012674559,-0.37537328448880114,-0.24082003611204153,-0.08239561251993079,-0.15673223944770498,-0.1757725334690893,-0.18126068542638396,-0.20838085548671934,-0.11015202290310472,-0.0952500952501429,-0.03162277660168379,-0.03162277660168379,-0.23408229439226114,-0.27420424855354086,-0.16859476210138785,-0.08391813582966892
